expression,expected_result,actual_result,ok,wrapper,pair_id,family,source,target,expected_strategy,error_kind,error_message
((1 + 2*cos(x) + 2*cos(2*x))/q) - ((sin(5*x/2)/sin(x/2))/q),0,(sin(1/2 * x) * (2 * (2 * cos(1/2 * x)^2 - 1) + 4 * (2 * cos(1/2 * x)^2 - 1)^2 + 2) - sin(5/2 * x) - 3 * sin(1/2 * x)) / (q * sin(1/2 * x)),false,common_denominator_zero,integrate_prep_dirichlet_basic,integrate_prep,1 + 2*cos(x) + 2*cos(2*x),sin(5*x/2)/sin(x/2),integrate prep,result_mismatch,
((1 + 2*cos(x) + 2*cos(2*x)) + 1)/((sin(5*x/2)/sin(x/2)) + 1),1,sin(1/2 * x) * (2 * (2 * cos(1/2 * x)^2 - 1) + 4 * (2 * cos(1/2 * x)^2 - 1)^2) / (sin(1/2 * x) + sin(5/2 * x)),false,shifted_quotient_one,integrate_prep_dirichlet_basic,integrate_prep,1 + 2*cos(x) + 2*cos(2*x),sin(5*x/2)/sin(x/2),integrate prep,result_mismatch,
((sin(5*x/2)/sin(x/2)) + m) - ((1 + 2*cos(x) + 2*cos(2*x)) + m),0,(sin(5/2 * x) + 3 * sin(1/2 * x) + sin(1/2 * x) * (-4 * (2 * cos(1/2 * x)^2 - 1)^2 - 2 * (2 * cos(1/2 * x)^2 - 1) - 2)) / sin(1/2 * x),false,additive_passthrough_zero,integrate_prep_dirichlet_reverse_basic,integrate_prep,sin(5*x/2)/sin(x/2),1 + 2*cos(x) + 2*cos(2*x),integrate prep,result_mismatch,
k*(sin(5*x/2)/sin(x/2)) - k*(1 + 2*cos(x) + 2*cos(2*x)),0,(3 * k * sin(1/2 * x) + k * sin(5/2 * x) + sin(1/2 * x) * (-4 * k * (2 * cos(1/2 * x)^2 - 1)^2 - 2 * k * (2 * cos(1/2 * x)^2 - 1) - 2 * k)) / sin(1/2 * x),false,scaled_difference_zero,integrate_prep_dirichlet_reverse_basic,integrate_prep,sin(5*x/2)/sin(x/2),1 + 2*cos(x) + 2*cos(2*x),integrate prep,result_mismatch,
((sin(5*x/2)/sin(x/2))/q) - ((1 + 2*cos(x) + 2*cos(2*x))/q),0,(sin(5/2 * x) + 3 * sin(1/2 * x) + sin(1/2 * x) * (-4 * (2 * cos(1/2 * x)^2 - 1)^2 - 2 * (2 * cos(1/2 * x)^2 - 1) - 2)) / (q * sin(1/2 * x)),false,common_denominator_zero,integrate_prep_dirichlet_reverse_basic,integrate_prep,sin(5*x/2)/sin(x/2),1 + 2*cos(x) + 2*cos(2*x),integrate prep,result_mismatch,
((sin(5*x/2)/sin(x/2)) + 1)/((1 + 2*cos(x) + 2*cos(2*x)) + 1),1,(sin(1/2 * x) + sin(5/2 * x)) / (sin(1/2 * x) * (2 * (2 * cos(1/2 * x)^2 - 1) + 4 * (2 * cos(1/2 * x)^2 - 1)^2)),false,shifted_quotient_one,integrate_prep_dirichlet_reverse_basic,integrate_prep,sin(5*x/2)/sin(x/2),1 + 2*cos(x) + 2*cos(2*x),integrate prep,result_mismatch,
((sinh(x)*cosh(y)+cosh(x)*sinh(y)) + 1)/((sinh(x+y)) + 1),1,(sinh(x) * cosh(y) + sinh(y) * cosh(x) + 1) / (sinh(x + y) + 1),false,shifted_quotient_one,contract_hyperbolic_sinh_sum,simplify,sinh(x)*cosh(y)+cosh(x)*sinh(y),sinh(x+y),rewrite hyperbolics,result_mismatch,
((cosh(x)*cosh(y)+sinh(x)*sinh(y)) + 1)/((cosh(x+y)) + 1),1,(sinh(x) * sinh(y) + cosh(x) * cosh(y) + 1) / (cosh(x + y) + 1),false,shifted_quotient_one,contract_hyperbolic_cosh_sum,simplify,cosh(x)*cosh(y)+sinh(x)*sinh(y),cosh(x+y),rewrite hyperbolics,result_mismatch,
((sinh(x)*cosh(y)-cosh(x)*sinh(y)) + 1)/((sinh(x-y)) + 1),1,(sinh(x) * cosh(y) + 1 - sinh(y) * cosh(x)) / (1 - sinh(y - x)),false,shifted_quotient_one,contract_hyperbolic_sinh_difference,simplify,sinh(x)*cosh(y)-cosh(x)*sinh(y),sinh(x-y),rewrite hyperbolics,result_mismatch,
((cosh(x)*cosh(y)-sinh(x)*sinh(y)) + 1)/((cosh(x-y)) + 1),1,(cosh(x) * cosh(y) + 1 - sinh(x) * sinh(y)) / (cosh(y - x) + 1),false,shifted_quotient_one,contract_hyperbolic_cosh_difference,simplify,cosh(x)*cosh(y)-sinh(x)*sinh(y),cosh(x-y),rewrite hyperbolics,result_mismatch,
((sinh(x)+sinh(y)) + m) - ((2*sinh((x+y)/2)*cosh((x-y)/2)) + m),0,sinh(x) + sinh(y) - 2 * sinh(1/2 * (x + y)) * cosh(1/2 * (x - y)),false,additive_passthrough_zero,expand_hyperbolic_sinh_sum_to_product_exact,expand,sinh(x)+sinh(y),2*sinh((x+y)/2)*cosh((x-y)/2),expand,result_mismatch,
k*(sinh(x)+sinh(y)) - k*(2*sinh((x+y)/2)*cosh((x-y)/2)),0,k * sinh(x) + k * sinh(y) - 2 * k * sinh(1/2 * (x + y)) * cosh(1/2 * (x - y)),false,scaled_difference_zero,expand_hyperbolic_sinh_sum_to_product_exact,expand,sinh(x)+sinh(y),2*sinh((x+y)/2)*cosh((x-y)/2),expand,result_mismatch,
((sinh(x)+sinh(y)) + 1)/((2*sinh((x+y)/2)*cosh((x-y)/2)) + 1),1,(sinh(x) + sinh(y) + 1) / (2 * sinh(1/2 * (x + y)) * cosh(1/2 * (x - y)) + 1),false,shifted_quotient_one,expand_hyperbolic_sinh_sum_to_product_exact,expand,sinh(x)+sinh(y),2*sinh((x+y)/2)*cosh((x-y)/2),expand,result_mismatch,
((cosh(x)+cosh(y)) + m) - ((2*cosh((x+y)/2)*cosh((x-y)/2)) + m),0,cosh(x) + cosh(y) - 2 * cosh(1/2 * (x + y)) * cosh(1/2 * (x - y)),false,additive_passthrough_zero,expand_hyperbolic_cosh_sum_to_product_exact,expand,cosh(x)+cosh(y),2*cosh((x+y)/2)*cosh((x-y)/2),expand,result_mismatch,
k*(cosh(x)+cosh(y)) - k*(2*cosh((x+y)/2)*cosh((x-y)/2)),0,k * cosh(x) + k * cosh(y) - 2 * k * cosh(1/2 * (x + y)) * cosh(1/2 * (x - y)),false,scaled_difference_zero,expand_hyperbolic_cosh_sum_to_product_exact,expand,cosh(x)+cosh(y),2*cosh((x+y)/2)*cosh((x-y)/2),expand,result_mismatch,
((cosh(x)+cosh(y)) + 1)/((2*cosh((x+y)/2)*cosh((x-y)/2)) + 1),1,(cosh(x) + cosh(y) + 1) / (2 * cosh(1/2 * (x + y)) * cosh(1/2 * (x - y)) + 1),false,shifted_quotient_one,expand_hyperbolic_cosh_sum_to_product_exact,expand,cosh(x)+cosh(y),2*cosh((x+y)/2)*cosh((x-y)/2),expand,result_mismatch,
((cosh(x)-cosh(y)) + m) - ((2*sinh((x+y)/2)*sinh((x-y)/2)) + m),0,cosh(x) - cosh(y) - 2 * sinh(1/2 * (x + y)) * sinh(1/2 * (x - y)),false,additive_passthrough_zero,expand_hyperbolic_cosh_difference_to_product_exact,expand,cosh(x)-cosh(y),2*sinh((x+y)/2)*sinh((x-y)/2),expand,result_mismatch,
k*(cosh(x)-cosh(y)) - k*(2*sinh((x+y)/2)*sinh((x-y)/2)),0,k * cosh(x) - k * cosh(y) - 2 * k * sinh(1/2 * (x + y)) * sinh(1/2 * (x - y)),false,scaled_difference_zero,expand_hyperbolic_cosh_difference_to_product_exact,expand,cosh(x)-cosh(y),2*sinh((x+y)/2)*sinh((x-y)/2),expand,result_mismatch,
((cosh(x)-cosh(y)) + 1)/((2*sinh((x+y)/2)*sinh((x-y)/2)) + 1),1,(cosh(x) + 1 - cosh(y)) / (2 * sinh(1/2 * (x + y)) * sinh(1/2 * (x - y)) + 1),false,shifted_quotient_one,expand_hyperbolic_cosh_difference_to_product_exact,expand,cosh(x)-cosh(y),2*sinh((x+y)/2)*sinh((x-y)/2),expand,result_mismatch,
((2*sinh(2*x)*cosh(x)) + m) - ((4*sinh(x)+4*sinh(x)^3) + m),0,sinh(x) * (4 * cosh(x)^2 - 4) - 4 * sinh(x)^3,false,additive_passthrough_zero,expand_hyperbolic_product_to_sum_to_sinh_cubic_polynomial,expand,2*sinh(2*x)*cosh(x),4*sinh(x)+4*sinh(x)^3,expand,result_mismatch,
k*(2*sinh(2*x)*cosh(x)) - k*(4*sinh(x)+4*sinh(x)^3),0,sinh(x) * (4 * k * cosh(x)^2 - 4 * k) - 4 * k * sinh(x)^3,false,scaled_difference_zero,expand_hyperbolic_product_to_sum_to_sinh_cubic_polynomial,expand,2*sinh(2*x)*cosh(x),4*sinh(x)+4*sinh(x)^3,expand,result_mismatch,
((2*sinh(2*x)*cosh(x)) + 1)/((4*sinh(x)+4*sinh(x)^3) + 1),1,(4 * sinh(x) * cosh(x)^2 + 1) / (4 * sinh(x) + 4 * sinh(x)^3 + 1),false,shifted_quotient_one,expand_hyperbolic_product_to_sum_to_sinh_cubic_polynomial,expand,2*sinh(2*x)*cosh(x),4*sinh(x)+4*sinh(x)^3,expand,result_mismatch,
k*(2*sinh(2*x)*sinh(x)) - k*(4*cosh(x)^3-4*cosh(x)),0,cosh(x) * (4 * k * sinh(x)^2 + 4 * k) - 4 * k * cosh(x)^3,false,scaled_difference_zero,expand_hyperbolic_product_to_sum_to_cosh_cubic_polynomial,expand,2*sinh(2*x)*sinh(x),4*cosh(x)^3-4*cosh(x),expand,result_mismatch,
((2*sinh(2*x)*sinh(x)) + 1)/((4*cosh(x)^3-4*cosh(x)) + 1),1,(4 * cosh(x) * sinh(x)^2 + 1) / (4 * cosh(x)^3 + 1 - 4 * cosh(x)),false,shifted_quotient_one,expand_hyperbolic_product_to_sum_to_cosh_cubic_polynomial,expand,2*sinh(2*x)*sinh(x),4*cosh(x)^3-4*cosh(x),expand,result_mismatch,
k*(2*sinh(2*x)*sinh(x)+a) - k*(4*cosh(x)^3-4*cosh(x)+a),0,cosh(x) * (4 * k * sinh(x)^2 + 4 * k) - 4 * k * cosh(x)^3,false,scaled_difference_zero,expand_hyperbolic_product_to_sum_to_cosh_cubic_polynomial_with_passthrough,expand,2*sinh(2*x)*sinh(x)+a,4*cosh(x)^3-4*cosh(x)+a,expand,result_mismatch,
((2*sinh(2*x)*sinh(x)+a) + 1)/((4*cosh(x)^3-4*cosh(x)+a) + 1),1,(4 * cosh(x) * sinh(x)^2 + a + 1) / (4 * cosh(x)^3 + a + 1 - 4 * cosh(x)),false,shifted_quotient_one,expand_hyperbolic_product_to_sum_to_cosh_cubic_polynomial_with_passthrough,expand,2*sinh(2*x)*sinh(x)+a,4*cosh(x)^3-4*cosh(x)+a,expand,result_mismatch,
((sinh(6*x)) + m) - ((sinh(5*x)*cosh(x)+cosh(5*x)*sinh(x)) + m),0,2 * (3 * sinh(x) + 4 * sinh(x)^3) * (4 * cosh(x)^3 - 3 * cosh(x)) - sinh(x) * cosh(5 * x) - sinh(5 * x) * cosh(x),false,additive_passthrough_zero,expand_recursive_hyperbolic_sinh_sum,expand,sinh(6*x),sinh(5*x)*cosh(x)+cosh(5*x)*sinh(x),expand,result_mismatch,
k*(sinh(6*x)) - k*(sinh(5*x)*cosh(x)+cosh(5*x)*sinh(x)),0,2 * k * (3 * sinh(x) + 4 * sinh(x)^3) * (4 * cosh(x)^3 - 3 * cosh(x)) - k * sinh(x) * cosh(5 * x) - k * sinh(5 * x) * cosh(x),false,scaled_difference_zero,expand_recursive_hyperbolic_sinh_sum,expand,sinh(6*x),sinh(5*x)*cosh(x)+cosh(5*x)*sinh(x),expand,result_mismatch,
((sinh(6*x)) + 1)/((sinh(5*x)*cosh(x)+cosh(5*x)*sinh(x)) + 1),1,(2 * (3 * sinh(x) + 4 * sinh(x)^3) * (4 * cosh(x)^3 - 3 * cosh(x)) + 1) / (sinh(x) * cosh(5 * x) + sinh(5 * x) * cosh(x) + 1),false,shifted_quotient_one,expand_recursive_hyperbolic_sinh_sum,expand,sinh(6*x),sinh(5*x)*cosh(x)+cosh(5*x)*sinh(x),expand,result_mismatch,
((cosh(6*x)) + m) - ((cosh(5*x)*cosh(x)+sinh(5*x)*sinh(x)) + m),0,cosh(6 * x) - sinh(x) * sinh(5 * x) - cosh(x) * cosh(5 * x),false,additive_passthrough_zero,expand_recursive_hyperbolic_cosh_sum,expand,cosh(6*x),cosh(5*x)*cosh(x)+sinh(5*x)*sinh(x),expand,result_mismatch,
k*(cosh(6*x)) - k*(cosh(5*x)*cosh(x)+sinh(5*x)*sinh(x)),0,k * cosh(6 * x) - k * sinh(x) * sinh(5 * x) - k * cosh(x) * cosh(5 * x),false,scaled_difference_zero,expand_recursive_hyperbolic_cosh_sum,expand,cosh(6*x),cosh(5*x)*cosh(x)+sinh(5*x)*sinh(x),expand,result_mismatch,
((cosh(6*x)) + 1)/((cosh(5*x)*cosh(x)+sinh(5*x)*sinh(x)) + 1),1,(cosh(6 * x) + 1) / (sinh(x) * sinh(5 * x) + cosh(x) * cosh(5 * x) + 1),false,shifted_quotient_one,expand_recursive_hyperbolic_cosh_sum,expand,cosh(6*x),cosh(5*x)*cosh(x)+sinh(5*x)*sinh(x),expand,result_mismatch,
((tanh(x+y)) + 1)/(((tanh(x)+tanh(y))/(1+tanh(x)*tanh(y))) + 1),1,(tanh(x + y) + tanh(x) * tanh(y) * (tanh(x + y) + 1) + 1) / (tanh(x) + tanh(y) * (tanh(x) + 1) + 1),false,shifted_quotient_one,expand_hyperbolic_tanh_sum,simplify,tanh(x+y),(tanh(x)+tanh(y))/(1+tanh(x)*tanh(y)),rewrite hyperbolics,result_mismatch,
((tanh(3*x)) + 1)/(((3*tanh(x)+tanh(x)^3)/(1+3*tanh(x)^2)) + 1),1,(tanh(3 * x) + 3 * tanh(x)^2 + 3 * tanh(3 * x) * tanh(x)^2 + 1) / (tanh(x)^3 + 3 * tanh(x) + 3 * tanh(x)^2 + 1),false,shifted_quotient_one,expand_hyperbolic_tanh_triple_angle,simplify,tanh(3*x),(3*tanh(x)+tanh(x)^3)/(1+3*tanh(x)^2),rewrite hyperbolics,result_mismatch,
((sin(x)+cos(x)+sin(y)+cos(y)) + m) - ((sqrt(2)*sin(x+pi/4)+sqrt(2)*sin(y+pi/4)) + m),0,sin(x) + sin(y) + cos(x) + cos(y) + 2^(1/2) * (-sin(x + 1/4 * pi) - sin(y + 1/4 * pi)),false,additive_passthrough_zero,expand_trig_phase_shift_pair_sum_to_shifted_sine_pair,trig_expand,sin(x)+cos(x)+sin(y)+cos(y),sqrt(2)*sin(x+pi/4)+sqrt(2)*sin(y+pi/4),expand trig,result_mismatch,
k*(sin(x)+cos(x)+sin(y)+cos(y)) - k*(sqrt(2)*sin(x+pi/4)+sqrt(2)*sin(y+pi/4)),0,k * (sin(x) + sin(y) + cos(x) + cos(y)) - k * sin(x + 1/4 * pi) * 2^(1/2) - k * sin(y + 1/4 * pi) * 2^(1/2),false,scaled_difference_zero,expand_trig_phase_shift_pair_sum_to_shifted_sine_pair,trig_expand,sin(x)+cos(x)+sin(y)+cos(y),sqrt(2)*sin(x+pi/4)+sqrt(2)*sin(y+pi/4),expand trig,result_mismatch,
((sin(x)+cos(x)+sin(y)+cos(y)) + 1)/((sqrt(2)*sin(x+pi/4)+sqrt(2)*sin(y+pi/4)) + 1),1,(2 * sin(x + 1/4 * pi)^2 + 2 * sin(y + 1/4 * pi)^2 + 2 * sin(x + 1/4 * pi) * 2^(1/2) + 1) * (sin(x + 1/4 * pi) * 2^(1/2) + 1 - sin(y + 1/4 * pi) * 2^(1/2)) * (sin(x) + sin(y) + cos(x) + cos(y) + 1) / (4 * sin(x + 1/4 * pi)^2 + 4 * sin(x + 1/4 * pi)^4 + 4 * (sin(x + 1/4 * pi) * 2^(1/2))^2 + 4 * sin(x + 1/4 * pi) * 2^(1/2) + 8 * sin(x + 1/4 * pi) * 2^(1/2) * sin(x + 1/4 * pi)^2 + 1 - 4 * sin(y + 1/4 * pi)^4),false,shifted_quotient_one,expand_trig_phase_shift_pair_sum_to_shifted_sine_pair,trig_expand,sin(x)+cos(x)+sin(y)+cos(y),sqrt(2)*sin(x+pi/4)+sqrt(2)*sin(y+pi/4),expand trig,result_mismatch,
((sqrt(2)*sin(x+pi/4)+sqrt(2)*sin(y+pi/4)) + m) - ((sin(x)+cos(x)+sin(y)+cos(y)) + m),0,2^(1/2) * (sin(x + 1/4 * pi) + sin(y + 1/4 * pi)) - sin(x) - sin(y) - cos(x) - cos(y),false,additive_passthrough_zero,expand_trig_phase_shift_shifted_sine_pair_to_sum_pair,trig_expand,sqrt(2)*sin(x+pi/4)+sqrt(2)*sin(y+pi/4),sin(x)+cos(x)+sin(y)+cos(y),expand trig,result_mismatch,
k*(sqrt(2)*sin(x+pi/4)+sqrt(2)*sin(y+pi/4)) - k*(sin(x)+cos(x)+sin(y)+cos(y)),0,2^(1/2) * (k * sin(x + 1/4 * pi) + k * sin(y + 1/4 * pi)) - k * (sin(x) + sin(y) + cos(x) + cos(y)),false,scaled_difference_zero,expand_trig_phase_shift_shifted_sine_pair_to_sum_pair,trig_expand,sqrt(2)*sin(x+pi/4)+sqrt(2)*sin(y+pi/4),sin(x)+cos(x)+sin(y)+cos(y),expand trig,result_mismatch,
((sqrt(2)*sin(x+pi/4)+sqrt(2)*sin(y+pi/4)) + 1)/((sin(x)+cos(x)+sin(y)+cos(y)) + 1),1,(sin(x + 1/4 * pi) * 2^(1/2) + sin(y + 1/4 * pi) * 2^(1/2) + 1) / (sin(x) + sin(y) + cos(x) + cos(y) + 1),false,shifted_quotient_one,expand_trig_phase_shift_shifted_sine_pair_to_sum_pair,trig_expand,sqrt(2)*sin(x+pi/4)+sqrt(2)*sin(y+pi/4),sin(x)+cos(x)+sin(y)+cos(y),expand trig,result_mismatch,
((sqrt(2)*sin(x+pi/4)) + m) - ((sqrt(2)*cos(x-pi/4)) + m),0,2^(1/2) * (sin(x + 1/4 * pi) - cos(x - 1/4 * pi)),false,additive_passthrough_zero,contract_trig_phase_shift_shifted_sine_to_shifted_cosine,trig_contract,sqrt(2)*sin(x+pi/4),sqrt(2)*cos(x-pi/4),contract trig,result_mismatch,
k*(sqrt(2)*sin(x+pi/4)) - k*(sqrt(2)*cos(x-pi/4)),0,2^(1/2) * (k * sin(x + 1/4 * pi) - k * cos(x - 1/4 * pi)),false,scaled_difference_zero,contract_trig_phase_shift_shifted_sine_to_shifted_cosine,trig_contract,sqrt(2)*sin(x+pi/4),sqrt(2)*cos(x-pi/4),contract trig,result_mismatch,
((sqrt(2)*sin(x+pi/4)) + 1)/((sqrt(2)*cos(x-pi/4)) + 1),1,(sin(x + 1/4 * pi) * 2^(1/2) + 1) / (cos(x - 1/4 * pi) * 2^(1/2) + 1),false,shifted_quotient_one,contract_trig_phase_shift_shifted_sine_to_shifted_cosine,trig_contract,sqrt(2)*sin(x+pi/4),sqrt(2)*cos(x-pi/4),contract trig,result_mismatch,
((sqrt(2)*sin(x+pi/4)+a) + m) - ((sqrt(2)*cos(x-pi/4)+a) + m),0,2^(1/2) * (sin(x + 1/4 * pi) - cos(x - 1/4 * pi)),false,additive_passthrough_zero,contract_trig_phase_shift_shifted_terms_with_passthrough,trig_contract,sqrt(2)*sin(x+pi/4)+a,sqrt(2)*cos(x-pi/4)+a,contract trig,result_mismatch,
k*(sqrt(2)*sin(x+pi/4)+a) - k*(sqrt(2)*cos(x-pi/4)+a),0,2^(1/2) * (k * sin(x + 1/4 * pi) - k * cos(x - 1/4 * pi)),false,scaled_difference_zero,contract_trig_phase_shift_shifted_terms_with_passthrough,trig_contract,sqrt(2)*sin(x+pi/4)+a,sqrt(2)*cos(x-pi/4)+a,contract trig,result_mismatch,
((sqrt(2)*sin(x+pi/4)+a) + 1)/((sqrt(2)*cos(x-pi/4)+a) + 1),1,(a + 1 - cos(x - 1/4 * pi) * 2^(1/2)) * (sin(x + 1/4 * pi) * 2^(1/2) + a + 1) / (a^2 + 2 * a + 1 - 2 * cos(x - 1/4 * pi)^2),false,shifted_quotient_one,contract_trig_phase_shift_shifted_terms_with_passthrough,trig_contract,sqrt(2)*sin(x+pi/4)+a,sqrt(2)*cos(x-pi/4)+a,contract trig,result_mismatch,
((5*sin(x+arctan(4/3))) + m) - ((5*cos(x-arctan(3/4))) + m),0,5 * sin(arctan(4/3) + x) - 5 * cos(x - arctan(3/4)),false,additive_passthrough_zero,contract_trig_phase_shift_general_shifted_sine_to_shifted_cosine,trig_contract,5*sin(x+arctan(4/3)),5*cos(x-arctan(3/4)),contract trig,result_mismatch,
k*(5*sin(x+arctan(4/3))) - k*(5*cos(x-arctan(3/4))),0,5 * k * sin(arctan(4/3) + x) - 5 * k * cos(x - arctan(3/4)),false,scaled_difference_zero,contract_trig_phase_shift_general_shifted_sine_to_shifted_cosine,trig_contract,5*sin(x+arctan(4/3)),5*cos(x-arctan(3/4)),contract trig,result_mismatch,
((5*sin(x+arctan(4/3)))/q) - ((5*cos(x-arctan(3/4)))/q),0,(5 * sin(arctan(4/3) + x) - 5 * cos(x - arctan(3/4))) / q,false,common_denominator_zero,contract_trig_phase_shift_general_shifted_sine_to_shifted_cosine,trig_contract,5*sin(x+arctan(4/3)),5*cos(x-arctan(3/4)),contract trig,result_mismatch,
((5*sin(x+arctan(4/3))) + 1)/((5*cos(x-arctan(3/4))) + 1),1,(5 * sin(arctan(4/3) + x) + 1) / (5 * cos(x - arctan(3/4)) + 1),false,shifted_quotient_one,contract_trig_phase_shift_general_shifted_sine_to_shifted_cosine,trig_contract,5*sin(x+arctan(4/3)),5*cos(x-arctan(3/4)),contract trig,result_mismatch,
((5*sin(x+arctan(4/3))+a) + m) - ((5*cos(x-arctan(3/4))+a) + m),0,5 * sin(arctan(4/3) + x) - 5 * cos(x - arctan(3/4)),false,additive_passthrough_zero,contract_trig_phase_shift_general_shifted_terms_with_passthrough,trig_contract,5*sin(x+arctan(4/3))+a,5*cos(x-arctan(3/4))+a,contract trig,result_mismatch,
k*(5*sin(x+arctan(4/3))+a) - k*(5*cos(x-arctan(3/4))+a),0,5 * k * sin(arctan(4/3) + x) - 5 * k * cos(x - arctan(3/4)),false,scaled_difference_zero,contract_trig_phase_shift_general_shifted_terms_with_passthrough,trig_contract,5*sin(x+arctan(4/3))+a,5*cos(x-arctan(3/4))+a,contract trig,result_mismatch,
((5*sin(x+arctan(4/3))+a)/q) - ((5*cos(x-arctan(3/4))+a)/q),0,(5 * sin(arctan(4/3) + x) - 5 * cos(x - arctan(3/4))) / q,false,common_denominator_zero,contract_trig_phase_shift_general_shifted_terms_with_passthrough,trig_contract,5*sin(x+arctan(4/3))+a,5*cos(x-arctan(3/4))+a,contract trig,result_mismatch,
((5*sin(x+arctan(4/3))+a) + 1)/((5*cos(x-arctan(3/4))+a) + 1),1,(5 * sin(arctan(4/3) + x) + a + 1) / (5 * cos(x - arctan(3/4)) + a + 1),false,shifted_quotient_one,contract_trig_phase_shift_general_shifted_terms_with_passthrough,trig_contract,5*sin(x+arctan(4/3))+a,5*cos(x-arctan(3/4))+a,contract trig,result_mismatch,
